8682,Crum Cinema,12,109
8436,Mountain National,1,99
10010,Preferred Restaurant,1,99
7600,Irresistible Sweet Edibles,6,89
9764,Macatawa Bar,4,89
8928,Oak Tree,3,89
2502,Applied Optomutfak,9,109
10494,Charles & Colvard,9,109
2004,Asia8,4,89
14739,Barbar Outlet,2,99
10992,Carmike Cinemas,3,89
7577,Marin Soft,3,89
8075,Bridge Baker,3,89
15237,Snatching Services,1,99
3853,United States Steel,16,109
3355,Santarus,2,99
10517,Verenium Bar,4,89
15214,Graphology Eatings,1,99
14716,Tooied Lodge,1,99
6226,Gilla,2,99
6724,Douglas Dynamics,1,99
11015,Entergy Louisiana,1,99
1128,Clubbar Club Operations,35,109
3378,Makism 3D Bar,25,109
9449,Hughes Pizzarie,1,99
6203,Marilynjeannteractive,3,89
9120,"Sierra Ome ",2,99
13863,Science Applications,4,89
12366,Atrinsic,1,99
4729,Midas,41,109
2479,Insights Carmaxpub,10,109
8098,Portsmouth Square,2,99
4852,Multi Color Outlet,9,109
438,Zap Com Bar,1,99
12389,Securet Canteen,3,89
13840,Bacterin Lodge,2,99
9143,Kimball Mutfak,3,89
2671,Nutri System De,21,109
5250,Truli Media,12,109
4829,Courier Outlet,27,109
507,Evi Lp,2,99
11991,Friendly Rest,2,99
13242,Golden Dragon Eating,1,99
13740,Rockwell Love,1,99
1812,Riverview Baker,24,109
3976,Steaknternet,61,109
607,Air Transport Services,9,109
13763,Fortress Lodge,3,89
11968,Fearful Mushroom Saturns,3,89
3478,Sauer,8,109
6601,Zosano Karma Bar,1,99
4045,First Canteen Eating,29,109
630,Pozen Nc,9,109
3455,Appliance Recycling,14,109
13365,Cardium Kitchens,3,89
3876,Inventrust Fruits,27,109
14032,Mabwe Pizza,1,99
15114,Reinitialisation Eatings,2,99
11868,Trecora Fish,2,99
4537,Cheesecake Factory,1,99
5227,Exelon Generation,14,109
3186,Gulfportbar,19,109
14547,Ailerons Lodge,1,99
2104,Alliancebernstein Eating,2,99
13342,Tablegate Bakery,2,99
5350,Methodically CafΘ,3,89
15137,Teardrop Eatings,1,99
1981,Peabodybar,1,99
12160,Davita,2,99
836,Srkp 14,26,109
338,Barwell Cooks,6,89
5911,Bunge,1,99
9243,Southwesternco,3,89
13073,South Jersey Conew,1,99
13571,Viewpoint Cooks,1,99
9741,Ceradyne,1,99
1228,Petroquest,41,109
9349,Vg Life,4,89
5058,Apria Caffee,2,99
12681,Sandalwood,2,99
5519,Exone Co,5,89
8851,Fifth Street Asset,1,99
730,Lexaria Nuggets,2,99
5021,Euronet Worldwide,1,99
7285,Vistagen Kitchens,1,99
2210,Ultratech,5,89
10617,Mojo Organics,8,109
8367,Ocera Kitchens,3,89
14616,Middles Lodge,4,89
14945,Perfection Communities,1,99
11699,Gawk,1,99
13534,Ecologic Take-Out,1,99
2602,"Newpage ",24,109
11307,Glatfelter PH Co,2,99
3684,Midcarolina Cooks,9,109
7975,Westbridge Finds,14,109
10225,Shineco,1,99
6893,Everythingamped,5,89
3647,Siebert Dished,5,89
15008,NY Fast Food,1,99
10325,Nabufit Global,10,109
8659,American River,9,109
10823,La-Z-Boy,4,89
14908,Sports Fun,1,99
6495,Upd Eating Bar,4,89
12489,Divine Skin,1,99
2310,Spectrum Brands Eatings,4,89
6103,Afh Eatingv,1,99
146,C2C Crowdfunding,11,109
9933,Valpey Fisher Outlet,4,89
12097,Ever-Glory Lodge,1,99
7769,Veramark Bakes,1,99
8267,My Size,1,99
10033,Phyfood Bar,5,89
7869,Evolution Bakery,6,89
11115,Atlantis Gaming Bar,1,99
8951,Carpeting Volkswagen,4,89
12197,Olivia,1,99
8559,Pulse Evolution Pizzeria,1,99
7477,Platform Specialty,3,89
9641,Tops Eatingi Bar,2,99
6395,Harris & Harris,9,109
10723,One,1,99
7992,Crum Domain Media,2,99
10909,Everyday Food,13,109
12237,Quintec Bar,1,99
15154,Abusively Eatings,1,99
2087,Klevermarket,2,99
9011,Vaalcode,11,109
9226,Insulet Canteen,3,89
1068,"Capstone Turbine ",12,109
8015,United States Cellular,6,89
736,First Canteens,42,109
6687,Issuer Direct Canteen,3,89
15177,Exacts Eatings Bar,1,99
2064,Acm Bar,1,99
14845,Laddie Restaurant,1,99
8038,Asia Green Agriculture,12,109
10531,Diligent Canteen,9,109
12452,Big Clix Bar,10,109
3793,Balchem Bar,27,109
4789,Gunpowder Gold Bar,15,109
7706,Piper Jaffray,4,89
5121,Newcastle Salon,1,99
8207,Appliedsciences,5,89
13448,Lpl Salon Eatings,1,99
9034,Appleeight,1,99
9203,Kips Bay Love,1,99
4766,Acucela,30,109
9512,Us Rare Earths,3,89
3770,Seacor Eatings New,10,109
9180,Oriental Dragon Pizzeria,17,109
9057,First National Community,2,99
8184,Q2Power Bakes,3,89
15131,Pleated Pub,1,99
4835,United States Gasoline,7,89
10740,General Growth Fruits,3,89
12406,Epod Sun,1,99
13657,Rumen Emergency Love,4,89
14985,Drilled Association,1,99
9435,Essa Baker,1,99
10763,Permissiveness Cafetaria Food,2,99
4812,Dollar Tree,1,99
12429,Sinocubate,2,99
6478,Pbf Eating,1,99
3601,Bre Fruits Md,2,99
1045,Absorbers FeastFast,43,109
6286,Carbonite,3,89
10786,Alliance Resource,14,109
876,Inspirations United,14,109
2373,Root9B Bakes,5,89
6455,Hypercom Bar,2,99
7537,Jason Noodles,1,99
9704,Cifc Bar,1,99
4958,Editor CafΘ,1,99
899,Netsuite,24,109
4981,Pacific Pirates,1,99
12383,Panamersa Bar,1,99
7514,Cindisue Milk Lunchroom,4,89
6309,Carlyle Gaming,3,89
12260,Top Gear,2,99
6432,Pediatric,1,99
13465,Thermadyne Eatings Bar,1,99
1022,Grammar Citibar Hideaway,1,99
10932,Cronos Global Grill Xv,2,99
13903,Co-Signer,2,99
3753,Australian Canadian,27,109
9658,Gryphon Fish,6,89
421,Ge Cafe,3,89
12575,USA Mobility,1,99
7560,Inrad Chubby,17,109
13511,Tekmira Feast,2,99
6956,Polypore Lodge,5,89
7952,Weatherford Lodge,10,109
375,Windstream Services,30,109
1214,Norcraft Nuggets Lp,1,99
6624,Profile Bakes,9,109
3624,Luminex Bar,13,109
2296,Community Choice,13,109
3707,Polypeptide,6,89
2542,Versailles Cooks,1,99
14530,BarBeralla,1,99
4643,Diamante Pizza,7,89
2688,Transcend Services,25,109
9266,Us-Dadi Fertilizer,4,89
2233,Viacom,2,99
13594,Skilled Caffee,1,99
229,Nts,2,99
10262,Sjw Bar,2,99
10594,Lehman Cookies Hsbc,1,99
3561,Ecb Baker,3,89
14922,Headlamp,1,99
3315,Truven Eating Bar,3,89
14676,Prudent Community,1,99
3169,Cook Books CPA,33,109
1005,Caribou Coffee,24,109
15323,Tastee Bagels,1,99
6910,P2 Sun,1,99
9074,Pepco Eatings,3,89
8144,Pioneer Southwest Rest,4,89
3816,Treasons Honda Crispy,6,89
14095,China Crum,2,99
10308,Cooks Barpa,1,99
2041,Lare Eatings,76,109
6372,Avalonbay Communities,3,89
959,Aots 31,6,89
10700,Bidzcom,5,89
5290,Tropicana Las Vegas Hotel,4,89
3123,Diggers Lightstone Value Plus,5,89
10454,Bureau of National,3,89
9372,Castlight Food,1,99
11782,Ss&C Bakes,1,99
4208,Omeros Bar,1,99
1649,Liquid Eatings,11,109
2977,Foodies Baker,6,89
10846,Gangrenous Public Storage Fruits,1,99
567,Infringing Volkswagen Lime,5,89
6764,Mercedes Bro,9,109
1895,Bmw Beverage Lose Pub,1,99
5436,Western Lucrative,8,109
813,Franklin Cooks,9,109
7846,Extra Space Storage,5,89
11928,Mesaeatings,1,99
13010,Conic Kmrb Bakery,1,99
6518,Mawkish Cafetaria Food,1,99
11324,Ogebar,2,99
11822,Ophthalix,2,99
1672,Trimmed Carmaxpub,2,99
12320,Advento,1,99
5396,Biodelivery,10,109
11347,Determinism Public,11,109
5894,Highwoods Drink,1,99
12841,Astra,2,99
4898,Kla Tencor Outlet,2,99
12343,Albero Drive-in,3,89
4683,Saratoga Salon,3,89
11845,Vrdt Canteen,4,89
4185,Stevia Nutra Bar,1,99
5871,Advent Soft De,8,109
461,La Quinta Eatings,4,89
10116,Charlottes Web Bar,5,89
4875,Zentric,1,99
12535,Lantis Laser,2,99
8121,Prosper Marketplace,1,99
7125,Hunt Global Fish,1,99
1460,"Go-Page ",1,99
2456,Macc Pei,1,99
4706,Demagnetisation Jmp,4,89
1151,Summernfant,9,109
4397,Lake Atlantic & Pacific,8,109
11516,Clark Eatings,4,89
7102,Cti Noodles Bar,1,99
14762,Trust Edibles,1,99
12512,Feel Golf,2,99
11155,Destination Maternity,4,89
13319,Beachwood Bakery,1,99
12821,Grid Bread Bar,2,99
14570,Psephologist,1,99
8576,Innocom Restaurant,1,99
15068,Sox Soup Kitchen,3,89
2648,Anticus Lodge,9,109
15091,J's Fast Food,5,89
8642,Cisco,4,89
484,Landmark Rest,3,89
8599,Tendril CafΘ,2,99
14593,Menial Lodge,1,99
7929,Gold Torrent,2,99
2150,Avatar Outlet,4,89
1437,Americann Dependence,3,89
5373,Green Dragon Wood,25,109
8619,Repays Gs Food Delis,18,109
7368,Cephalon,6,89
5204,First Cooks Baker,10,109
2127,Enforcing CafΘ,4,89
3209,Cole Inn Ome Pub,1,99
8450,Conotaliano,1,99
1958,Easton-Bell Sports,1,99
7145,Csra,2,99
8768,Mobile Area Networks,3,89
9850,Triangle Mediterranean,23,109
6063,Progreen Fruits,6,89
3899,Kallo,7,89
15260,Irritatingly Fish Dining,1,99
12014,Hampshire,3,89
12990,Nerve Forrester Finds,1,99
10073,Gms,4,89
14401,Systematic Momentum,1,99
13488,Freshwater Bakes,1,99
4228,Spectrophotometry Great,20,109
6847,Endeavor Emerging,4,89
14009,Pizzann Eatings Mo,3,89
398,Ospirik Instruments,2,99
2519,Dehumanising Navient Student Lime,13,109
10179,Hicks Bakery Coi,7,89
5851,Realmark Sweets,4,89
6349,Harris Preferred Cal,6,89
3730,Change Caffee,1,99
14507,Brokenhearted,1,99
10677,De Bakery 11,2,99
9681,Consolidated Gems,1,99
292,Cpsm,22,109
1629,Id Global Cookery,14,109
13617,Golden Spirit Enterprises,1,99
11367,Klbar,4,89
4620,Geo,12,109
5957,Oramed Grill,19,109
14699,Uncased Community,1,99
2711,Collective Brands,13,109
10285,Navajo Casino,4,89
7039,"Scivanta Love ",4,89
10371,Golden Pizza Co,4,89
9289,Novocure,3,89
3538,Newlink Flavor Outlet,4,89
12598,A123,4,89
13680,Spoons American,1,99
2754,Affymetrix,5,89
14072,Continental Airlines,3,89
590,Plh Bakes,2,99
3146,Fire Fromce,17,109
6933,Sunlink Food,7,89
3103,Cbs Bar,13,109
9097,Simpson,1,99
1480,Ameritrans Cal,5,89
9595,Therabiogen,6,89
7431,Fsp 303 East Wacker Drive,1,99
982,Car Charging,3,89
11759,Liberty Global,6,89
11261,Flex Karma,10,109
5267,Mcgregor Power,12,109
14464,Hospitality Eatings,1,99
13923,Vantage Food,2,99
13425,Que Run Bakery,2,99
8705,Lemaitre Vascular,11,109
14115,American Copper Outlet,4,89
11951,Belk,6,89
4377,Nbc Bakery,85,109
6541,Kcap Cooks,4,89
3295,Nicor,16,109
9787,Crownbutte Wind Power,8,109
5459,Bioshaft Water Restaurant,13,109
10869,Regency Centers Lp,2,99
7623,Digimarc Bar,1,99
13033,Homeowners Choice,1,99
13992,Fairway Fruits,1,99
3249,Oncothyreon,10,109
6166,Netflix,14,109
2585,Outerwall,4,89
11075,Superfun Green Lp,1,99
8158,Minn Dak Farmers,1,99
355,Agfeed Noodles,17,109
3226,Us Natural Bar,11,109
7517,Optileaf,3,89
11052,Intelligent Cloud,7,89
8181,Tc Macaronis Lp,3,89
9060,Royal Caribbean Cruises,7,89
1234,Sovran Bakery,2,99
1211,Dial Global De,2,99
6120,Dongsheng Eatery,2,99
4128,Noble,15,109
13113,Intelligent Living,2,99
1188,Psychemedics Bar,6,89
1729,Theron Resource,5,89
6143,Cmsbar,8,109
13090,Entertainment Art,1,99
11098,Newport Gold,1,99
6999,Chinanternet Cafe,2,99
10242,Legg Mason,2,99
9578,Ishares Gold Pub,1,99
7663,First Sentry Pub,1,99
8991,Boreal Water Collection,1,99
6976,Intest Canteen,3,89
9601,Capricor Kitchens,12,109
7640,Superfun Gold Lp,2,99
11593,Scandium Lodge,1,99
9701,American Soil,5,89
7540,Hewlett Packard,4,89
209,Keystone Consolidated,13,109
9037,Recipients Provident Cooks,2,99
9532,Taylor Morrison Home,2,99
8204,Louisiana Food Co,3,89
10219,"Axeture ",3,89
9678,Belmond,1,99
8227,Athlon Pizzeria,2,99
7686,Toyota Edibles,3,89
9555,Santa Fe Bread,7,89
9014,Osiris Kitchens,2,99
670,China Xuefeng,8,109
8081,Ufp Bakes,5,89
5828,Stellar Fish,12,109
13654,Felafel Bar,3,89
13405,Vanity Events Eating,4,89
12077,Wilhelmina Lodge,1,99
8496,Bravo Multinational,1,99
5579,Pivotal,1,99
2685,Rock Creek,62,109
232,USA Zhimingde,25,109
5187,Hudson City Baker,8,109
11390,Efood,4,89
3564,Us Fuel Bar,2,99
8722,Faints Santander Drive,5,89
10511,Cascade Bakes,2,99
13013,Bristolfun Lp,1,99
6707,Accenture Palace,13,109
12031,Dupont Fabros Restaurant,8,109
2293,Cellar Tiles,10,109
5625,Western Crum Bar,11,109
7202,China Recycling Rest,1,99
278,Fortress Green,4,89
10016,Manthey Redmond Bar,2,99
11639,Digest Santander Drive,1,99
10557,Genesis Sun Pizzeria,3,89
4746,Charming Shoppes,15,109
1503,Traffic Ford Owner,4,89
13159,Abingdon Fishery,4,89
6661,Aura,2,99
3667,Microvision,10,109
12572,Neatly Cisco,3,89
15074,All Veg Indian,1,99
14487,National Association,1,99
12910,Aecom Restaurant Canteen,1,99
1752,American Campus,1,99
4646,Hosting Cal Edibles,86,109
3767,Marten Transport,17,109
2144,Kansas City Power & Light,15,109
14925,Styli,1,99
4308,Sun Enertech Dining,2,99
11931,Cognizant Restaurant,3,89
12472,Unionbaral Bar,1,99
4105,Seen On Screen Tv,1,99
4205,Food Kitchen,15,109
2044,Zevotek,13,109
11536,Ballooning JP Morgan Cheese,1,99
5287,Mnp Bread Bar,1,99
3126,Global Gold Bar,25,109
12618,Grazer Cmg Frys,1,99
15028,Whims Cookery,1,99
13700,Wiki,1,99
12864,Tier Bakes,1,99
13946,Amarantus Greens,2,99
14533,Wheat Limited,1,99
13451,Advanced Cloud Storage,2,99
6369,Rmrs,1,99
3518,Napco Security,10,109
2731,Rbc Covered Bond,22,109
4354,Contract Station Casinos,8,109
3813,Voice Assist,23,109
3272,Safecode Drug,16,109
4059,Po Fish,40,109
14092,Gc Net Lose,2,99
14633,Alternatives Pub,1,99
4600,Intermountain Community,3,89
5141,Cortronix Biolove,2,99
5682,Explanation Cuisine,1,99
2190,Orb Motive,4,89
15174,Ferocity,1,99
13551,Absolute Life Inn,1,99
3000,Downlands Carmaxpub,9,109
5917,First Advantage,7,89
10660,Motive,1,99
6581,Panache Beverage,1,99
14241,Nano Labs,1,99
12675,Blue Sky Media Bar,1,99
2857,Platinum Studios,8,109
11513,Venoco,1,99
6558,Mastodon Gs Food Delis,5,89
14218,Liberty Media Bar,1,99
4543,Boston Fruits,48,109
7789,Vaporin,5,89
5084,Macquarie Rice,5,89
9163,Chang-On Lodge,15,109
750,2014-Box8 Food,17,109
7248,Glim American Express,5,89
7414,Mhomes,3,89
9827,Campbell Steak,4,89
1314,Ladish,16,109
7099,Game Plan Eatings,5,89
9263,Avicenna Global Bar,7,89
773,Haverty Furniture,11,109
9970,Sealand Natural Fish,1,99
9804,Yadkin Cooks Bar,8,109
9429,Misonix,5,89
12134,Immigration Moog,2,99
10119,Fuzz Ally Edibles,3,89
7122,Macrogenics,4,89
11201,Shares South,4,89
6040,Sage Fun Lp,2,99
5376,Man Shing Agricultural,8,109
8622,Aramark Lunchroom,2,99
1291,Srkp 26,2,99
458,Free Flow,3,89
7955,Intellicheck Mobilisa,1,99
6458,National Caffee,2,99
9286,Youngevity Lodge,2,99
7932,Melodramatically Envision Caffee,19,109
481,Trupanion,25,109
8473,Beratedcagen,2,99
11842,Stepan Co,7,89
11301,Professional Diversity,6,89
11178,Tearlab Bar,4,89
10637,Smart Abs Series 2013-2Us,2,99
8596,Glimcher Drink Pub,3,89
8055,Intuited Wells Fargo Cafetaria,8,109
9137,Agent155 Media Bar,2,99
10096,Khang Gia Eating,8,109
10760,Puravita Bar,1,99
7391,Centurylink,1,99
1085,Sector 5,50,109
1832,Landauer,4,89
8745,Equinox Frontier Winton,1,99
14069,Moneyflow,2,99
13820,Firstly Cole Gains Sweets,5,89
5413,Clearwater Paper Outlet,5,89
5164,Dover Outlet,1,99
3398,Knowledge Machine,30,109
693,Affirmative Kitchen,10,109
15386,Cilleremantoux,1,99
13677,National Mation,1,99
12054,Bioclinica,1,99
4082,Nexeo Inn Eatings,3,89
2167,Strayer Service,14,109
4331,Citius Yummy,3,89
12987,Inka Bar,4,89
1918,Trimol,11,109
15151,Hobbits Find,1,99
14902,Promulgating Bakes,2,99
6246,Tyler Bakes,1,99
152,Golden Growers,24,109
10431,Invivo Kitchens,3,89
3939,Joway Food Noodles,7,89
12595,Imagine Media,2,99
10972,Biovest Lodge,3,89
13136,Wealth Bakery,1,99
15300,Overlord Food,1,99
2316,Wonders Honda Crispy,1,99
14759,Parodies Lodge,1,99
1775,Campbell Global Trend,1,99
544,Bmc Stock Eatings,22,109
3790,Romulus Bar,3,89
2708,Coca-Cola Enterprises,11,109
5954,Omniscience Tavern,4,89
2459,Genie,1,99
13528,Securitas Edgar Filings,3,89
13279,Speedsport Branding,2,99
4872,Targa Fish Dining,4,89
12446,Charlie Gps,1,99
14361,Plasmatech,1,99
5705,Aei Ome & Growth Fun,3,89
1626,Knight Take-Out,8,109
4623,Intralinks Eatings,2,99
14610,Quarts Lodge,1,99
3541,Tidelands Pub,5,89
6787,Scotiabar Covered Bond,4,89
4772,Renewable& Power,16,109
3149,Cion Salon Pizzeria,4,89
2608,Weikang Bio-Restaurant,6,89
4231,Kite Drink Lp,18,109
3690,Wci Communities,16,109
13428,Wells Timberland,1,99
14510,Smith Lodge,1,99
11264,Vaparia Bar,1,99
12887,Parametric Sound Bar,1,99
5313,Bruker Outlet,1,99
1526,Eau Bakes,1,99
13969,Dumabar,1,99
985,Dld,11,109
12346,Aviana Bar,2,99
15051,Soughtafter Pub,1,99
11805,Gase,8,109
444,Amarantus Nuggets,5,89
2067,Comp Services,1,99
2419,Winland Mutfak,4,89
3415,Mutualfirst Cooks,12,109
6332,Littelfuse De,8,109
7328,Cumberland,1,99
11905,Fragment Atlas America,2,99
14822,Wellpreserved Pub,1,99
13826,Bio-Carbon,1,99
9890,Perkinelmer,4,89
10886,Matte Fresh,5,89
1400,Slair Bread,31,109
6355,John Deerepub,3,89
521,Bay Baker,1,99
7351,Clean Harbors,4,89
2396,Monar Lodge,1,99
8347,Appyea,1,99
14776,Futuresaccess,2,99
13780,China Forestry,3,89
7374,Arch,10,109
8871,Crowbar Cal Edibles,13,109
12784,Asta Eatings Bar,2,99
3461,Stratex Eatery,4,89
9867,Masonite Lodge,1,99
5453,Outstretched Hyundai Chop,1,99
8370,Marathon Pizzeria,1,99
4457,Morose Hyundai Chop,2,99
9366,Starwood Hotel & Resorts,1,99
2442,Chinantelligence,17,109
4434,Qnb Bar,61,109
10385,Adm Endeavors,2,99
3438,Mj Eat-istan,15,109
8848,Sydys Bar,2,99
9389,Global Love,2,99
13803,Atlas America Public 12,1,99
8393,China High Restaurant,1,99
7852,Anabolic Boston Tastie,3,89
14799,Ornithologists Pub,2,99
9844,Aaron's,1,99
922,General Motive Co,2,99
999,Greenkissny,5,89
9412,Hkn,5,89
2920,Millennial Media,1,99
11742,Stifel Dished,3,89
7829,Kansas City Southern De,1,99
14321,Cnl Fruits Pub,1,99
4912,General Employment,1,99
7806,Unico American Pizzeria,7,89
4935,Toro Co,4,89
5476,Santa Fe Cooks,22,109
2937,Aspirity Eatings,3,89
11765,Rockwood Eatings,2,99
11427,Camden Sweets Pub,1,99
13757,Silverhill Cocina,1,99
14298,Starboard Fish,1,99
12306,Alliqua,1,99
1540,Tufco Bakes,47,109
381,Sfx Entertainment,22,109
6873,Attitude Atlas America Public,4,89
5791,Arc Logistics Icecream,2,99
12283,Tapioca Bar,1,99
4998,Spa Fruits Ome,3,89
8330,Spectrai Icecream,2,99
14235,Medianet,2,99
4002,Breitburni Icecream,12,109
9326,Ally Edibles,3,89
12824,Awning Alr Bakes,1,99
9907,Voltnformation,4,89
11828,Wisdomtree Salons,1,99
4394,Celgene Spices,23,109
1855,Darkstar,10,109
1062,Canadian Cannabis,11,109
6017,Orbitz Worldwide,10,109
14839,Enterprise,2,99
859,Stanley Furniture,1,99
7892,USAapub,1,99
66,Cajun Tastes,1,99
13843,America Firstexempt,2,99
5390,Acura Feast,13,109
8888,Pulaski Diced,2,99
13216,Millstream,1,99
12220,Srkp 28,1,99
10345,Accenture Sca,1,99
3956,Cryo Cell Lodge,7,89
3375,Sears Eatery,65,109
2379,Pacific Co,46,109
2874,Neogen Pizzeria,64,109
8284,Lightning Gaming,5,89
10949,Advance Parts,1,99
14281,Oryon Eatings,1,99
15363,FoodRucker,1,99
9953,Empire State Drink Op,2,99
15277,Zippy Pub 2013-C13,1,99
1360,Tauriga,13,109
2983,Symmetricom,9,109
1901,"Pike ",9,109
8934,Cameron Lodge,2,99
13262,Wizzard Soft Canteen,1,99
7311,Infrax,2,99
14885,National Baker,1,99
14344,Falsify Accelerated Bakes,1,99
15317,Surlily Food Pub,1,99
3916,Joggers,16,109
4497,Ignite Restaurant,21,109
10746,Nanoantibiotics,2,99
2333,Live Fit Canteen,2,99
14736,Modernity Bakes,1,99
8825,Fibertower Outlet,1,99
10408,Devonbarde,1,99
2482,Big Tree,16,109
12761,Lisboa Leisure,2,99
1603,Nemaura Love,7,89
318,Echostar Outlet,7,89
1941,Thoratec Bar,7,89
8433,Rhombus FeastFast,2,99
6810,Greenwind Nrg,1,99
6269,Star Co,17,109
13302,Globalwise Salons,2,99
12369,Blackhawk Fun,1,99
11287,Approximations Cal Edibles,1,99
10205,Ryerson Eating Bar,1,99
5751,"Hydrogen Future ",13,109
2834,Apta,7,89
7743,Illumitry Bar,2,99
6747,Shore Pub,8,109
11490,Energous Bar,1,99
3830,Post Eatings,1,99
14407,New Found Shrimp,1,99
5728,Valeroi Icecream,10,109
3023,Terafox Bar,31,109
13388,Fox Valley Bakery,1,99
14384,Superfluous Sanchez,1,99
11679,One2One Living Bar,1,99
4849,Ameris Baker,4,89
10683,Gotham Cal Eatings,2,99
796,Loln Services,4,89
1792,Yinfu Gold Bar,32,109
9452,Arabella Exploration,7,89
3046,Cyclone Power,2,99
12698,Golf Rounds Com,1,99
5038,Jpak,1,99
8785,Source Rock,6,89
4042,Encompass,1,99
6535,Medicus Homecare,3,89
1125,Scores Eating,1,99
129,Isc8 De,1,99
14195,Keating Cal,1,99
5539,Nutraceutical,5,89
9781,Host Hotels & Resorts,12,109
11702,Classic Rules Judo,1,99
8456,R&R Bakery Viii,8,109
13694,Selway Cal,1,99
10448,Activecare,1,99
4520,Rerolled Gs Food Delis,19,109
5516,Agenus,9,109
10471,Mantra Venture,5,89
5061,Cal-Maine Foods,18,109
2811,Mid-America Meats,5,89
9475,Pyre Ford Gains Floorplan,6,89
6770,Park National Bar Oh,1,99
13717,Tranche Atlas America Series,1,99
3524,Equinox Frontier Balanced,4,89
8762,Love Makeover,3,89
819,Kar Apple Services,5,89
11467,Sherds Cafetaria Food,2,99
12721,Nabors Red Lion,1,99
12180,Alife,1,99
4065,Aldeyra Kitchens,1,99
1815,Marine Bakes Bar,3,89
106,Dole Food,6,89
7766,Del Taco Restaurant,3,89
6057,Delias,2,99
13176,Fresh Traffic,3,89
3501,Policy Century Fruits Fun,33,109
7076,Gold & Gemstone Milk,2,99
1337,Peoples Cooks,3,89
9993,Wintrust Cooks,7,89
584,Ensco Plc,3,89
12157,Acro,1,99
